Sitename Sitenum Atlantic Current longitude latitude ShellBreadth ShellHeight Columella ApertureWidth ApertureLength Proportionality Circularity Spireheight N.Telochonc.Whorls N.Protochonch.Whorls Whorl.First.Primary N.Primary.Whorls Whorl.Axial.Striae Whorl.Secondary.Groove Regularity.Secondary.Groove Whorl.Tertiary.Groove Whorl.Spiral.Striae Columella.Color Columella.Morphology
Jamaica 11 West Caribbean 78 17 14.6 23.5 2 10.2 12.1 1.61 0.84 1.94 7 2 2 8 3 4 0 7 5 0 5
Jamaica 11 West Caribbean 78 17 15.3 22.1 2.4 10.8 13.1 1.44 0.82 1.69 6 0 2 8 3 3 0 5 0 1 5
Jamaica 11 West Caribbean 78 17 9.5 13.6 0.6 6.6 8.3 1.43 0.80 1.64 6 0 2 8 3 5 0 0 4 0 5
Jamaica 11 West Caribbean 78 17 15.6 23.3 2.3 11.3 14.3 1.49 0.79 1.63 5 0 2 8 2 3 0 0 0 0 5
Jamaica 11 West Caribbean 78 17 14.1 23.3 2.1 10.3 12.8 1.65 0.80 1.82 6 2 2 4 3 4 0 6 0 0 5
Jamaica 11 West Caribbean 78 17 14.3 25.1 2 10.7 12.9 1.76 0.83 1.95 6 3 2 9 2 3 0 0 6 0 5
Jamaica 11 West Caribbean 78 17 14.5 22.8 2.4 10.5 12.9 1.57 0.81 1.77 6 2 2 7 4 4 0 0 6 0 5
Florida 12 West GulfofMex 82 27 19.4 32 2.2 12.3 16.2 1.65 0.76 1.98 8 0 4 8 6 7 0 0 0 0 0
Florida 12 West GulfofMex 82 27 21.2 32.8 2.2 13.8 17.8 1.55 0.78 1.84 9 0 4 8 5 6 0 0 0 0 0
Florida 12 West GulfofMex 82 27 18.3 29.5 1.6 11.8 15.5 1.61 0.76 1.90 7 0 4 5 2 6 0 7 0 0 0
Florida 12 West GulfofMex 82 27 19.6 32.1 2.6 13.1 17.4 1.64 0.75 1.84 8 0 4 12 5 7 0 0 0 0 0
Florida 12 West GulfofMex 82 27 18.3 28.8 1.9 11.9 15 1.57 0.79 1.92 7 0 5 8 5 6 0 0 0 0 0
Florida 12 West GulfofMex 82 27 19.3 35.2 2 12.6 17.8 1.82 0.71 1.98 6 0 2 6 3 5 1 0 6 0 1
Florida 12 West GulfofMex 82 27 20.6 29.6 2.6 13.2 17.1 1.44 0.77 1.73 7 0 4 8 6 6 0 0 0 0 0
Florida 12 West GulfofMex 82 27 22 36.3 2.7 13.3 17.5 1.65 0.76 2.07 8 0 3 7 4 4 0 8 0 0 0
Florida 12 West GulfofMex 82 27 19 29.5 2 12.2 16.4 1.55 0.74 1.80 8 0 3 8 4 5 0 8 0 0 0
Florida 12 West GulfofMex 82 27 21.6 35.4 2.6 14 18.3 1.64 0.77 1.93 9 0 4 7 3 5 0 0 0 0 0
Florida 12 West GulfofMex 82 27 20 36.6 2.8 13.1 18.1 1.83 0.72 2.02 9 0 4 6 3 6 0 8 9 0 0
Florida 12 West GulfofMex 82 27 19.1 29.6 2.6 12.4 16.1 1.55 0.77 1.84 8 0 4 5 3 6 0 0 0 0 0
Florida 12 West GulfofMex 82 27 19.9 33 2.1 13.3 17.1 1.66 0.78 1.93 9 0 4 3 3 7 0 9 0 0 0
Florida 12 West GulfofMex 82 27 18.5 27.5 2.8 12.5 15 1.49 0.83 1.83 9 0 4 5 3 7 0 9 0 0 0
Florida 12 West GulfofMex 82 27 18.1 29.9 2.2 12.5 15.5 1.65 0.81 1.93 9 0 5 10 2 7 1 0 9 0 0
Florida 12 West GulfofMex 82 27 17.4 29.9 2.2 11.8 14.8 1.72 0.80 2.02 10 0 4 5 3 8 0 0 0 0 1
Florida 12 West GulfofMex 82 27 18.6 30.5 2.8 12.5 16.2 1.64 0.77 1.88 9 0 5 5 4 6 0 9 9 0 1
Florida 12 West GulfofMex 82 27 18.2 29.3 2.4 11.9 15.2 1.61 0.78 1.93 8 0 4 7 3 6 0 0 8 0 0
Florida 12 West GulfofMex 82 27 19 28.2 3 12.9 16.5 1.48 0.78 1.71 7 0 3 7 3 5 0 7 7 0 0
Florida 12 West GulfofMex 82 27 17.9 27.7 2.2 11.4 15.5 1.55 0.74 1.79 8 0 2 2 1 5 0 0 8 0 0
Florida 12 West GulfofMex 82 27 19.7 30.1 2.5 11.7 16.4 1.53 0.71 1.84 8 0 4 5 2 6 0 8 7 0 0
Florida 12 West GulfofMex 82 27 18.5 29.3 2.5 11.7 16.3 1.58 0.72 1.80 8 0 3 3 3 5 0 8 8 0 1
Florida 12 West GulfofMex 82 27 20.2 31.7 2.7 11.7 17.2 1.57 0.68 1.84 8 0 3 4 3 4 0 8 0 0 0
Florida 12 West GulfofMex 82 27 19.2 29.5 2.3 12.5 16 1.54 0.78 1.84 8 0 3 3 3 4 0 8 8 0 0
Florida 12 West GulfofMex 82 27 18.9 31.5 2 12.3 16.3 1.67 0.75 1.93 8 0 3 4 3 5 0 8 8 0 0
Florida 12 West GulfofMex 82 27 21.5 33.1 2 12.8 17.1 1.54 0.75 1.94 8 0 2 9 1 4 0 8 0 0 0
Florida 12 West GulfofMex 82 27 10.4 31.2 2.3 11.8 16.3 3.00 0.72 1.91 8 2 3 7 2 6 0 8 8 0 1
Florida 12 West GulfofMex 82 27 21 32.7 3 12.9 17.4 1.56 0.74 1.88 9 2 3 2 2 6 0 9 9 0 0
Florida 12 West GulfofMex 82 27 20 31.9 2.3 11.7 16.5 1.60 0.71 1.93 8 0 2 3 1 5 0 0 7 0 0
Florida 12 West GulfofMex 82 27 23.5 36.8 2.7 13.7 19.3 1.57 0.71 1.91 8 0 3 5 3 5 0 8 0 0 0
Florida 12 West GulfofMex 82 27 19.9 31.5 2.1 11.7 16.3 1.58 0.72 1.93 9 2 4 4 4 6 0 8 7 0 0
Florida 12 West GulfofMex 82 27 21.7 33.4 3 13.2 18 1.54 0.73 1.86 7 0 3 4 6 5 0 7 6 0 7
Florida 12 West GulfofMex 82 27 19.8 29.6 2.2 11.9 15.9 1.49 0.75 1.86 7 0 2 6 1 4 0 7 6 0 0
Florida 12 West GulfofMex 82 27 17.7 29.2 1.9 10.8 14.8 1.65 0.73 1.97 8 0 3 5 2 5 0 8 0 0 0
Florida 12 West GulfofMex 82 27 19 28.1 2.2 11.7 16.1 1.48 0.73 1.75 8 0 3 4 2 4 0 7 6 0 0
Florida 12 West GulfofMex 82 27 20 32.5 2 12.6 17.6 1.63 0.72 1.85 8 0 3 4 4 5 0 6 0 0 0
Florida 12 West GulfofMex 82 27 20.1 30.2 2.4 11.8 16.6 1.50 0.71 1.82 7 2 2 2 2 4 0 6 5 0 0
Florida 12 West GulfofMex 82 27 20.8 29.4 2.1 11.9 16.8 1.41 0.71 1.75 7 0 2 2 2 3 0 6 7 0 0
Florida 12 West GulfofMex 82 27 19.8 30.2 2.2 11.9 16 1.53 0.74 1.89 7 0 2 6 2 3 0 6 0 0 0
Florida 12 West GulfofMex 82 27 19 32.9 2.1 11.4 16 1.73 0.71 2.06 8 2 2 5 2 4 0 6 0 0 0
Florida 12 West GulfofMex 82 27 20.4 32.1 2.2 12.3 17.4 1.57 0.71 1.84 9 0 3 6 3 5 0 0 8 0 1
Florida 12 West GulfofMex 82 27 12.9 17.4 1.1 7.1 10.3 1.35 0.69 1.69 7 0 1 4 1 3 0 6 7 0 1
Florida 12 West GulfofMex 82 27 19.5 29.5 2.3 11.6 16.1 1.51 0.72 1.83 8 0 4 4 3 6 0 8 0 0 0
Florida 12 West GulfofMex 82 27 19.6 29.8 2.5 12.4 16.8 1.52 0.74 1.77 8 0 3 3 2 4 0 8 7 0 0
Florida 12 West GulfofMex 82 27 19.7 31.2 2.2 12.5 16.9 1.58 0.74 1.85 8 0 3 4 2 5 0 8 4 0 0
Florida 12 West GulfofMex 82 27 20.1 28.8 2.3 11.9 15.7 1.43 0.76 1.83 8 0 3 5 3 4 0 7 0 0 0
Florida 12 West GulfofMex 82 27 22.1 32.4 3.1 12.4 17.5 1.47 0.71 1.85 8 3 3 3 2 4 0 7 6 0 0
Florida 12 West GulfofMex 82 27 19.5 29.1 2.1 11.7 16 1.49 0.73 1.82 8 0 3 6 2 5 0 8 0 0 1
Florida 12 West GulfofMex 82 27 21.7 32.5 2 12.5 17.2 1.50 0.73 1.89 8 2 3 6 2 4 0 0 6 0 0
Florida 12 West GulfofMex 82 27 20.3 29.9 2.5 11.9 15.9 1.47 0.75 1.88 8 0 3 6 2 4 0 7 8 0 0
Florida 12 West GulfofMex 82 27 22.7 34.7 2.6 12.6 18.2 1.53 0.69 1.91 7 0 2 4 2 5 0 7 7 0 0
Florida 12 West GulfofMex 82 27 19.8 28.7 1.8 11.3 15 1.45 0.75 1.91 8 0 2 5 2 5 0 7 6 0 0
Florida 12 West GulfofMex 82 27 19.2 28.9 2.4 11.5 16 1.51 0.72 1.81 8 0 3 3 3 6 1 8 6 0 0
Florida 12 West GulfofMex 82 27 19.7 33.2 2.5 12.1 17.4 1.69 0.70 1.91 8 0 2 3 2 5 0 8 6 0 0
Florida 12 West GulfofMex 82 27 20.8 30.9 1.9 12 17.1 1.49 0.70 1.81 8 2 3 2 3 4 0 7 0 0 0
Florida 12 West GulfofMex 82 27 11.9 16.9 0.8 6.7 9.4 1.42 0.71 1.80 8 3 2 3 2 4 0 6 5 0 0
Florida 12 West GulfofMex 82 27 19 30 2.2 11.6 15.9 1.58 0.73 1.89 8 3 3 4 2 5 0 7 7 0 1
Florida 12 West GulfofMex 82 27 21.1 32.6 2.3 12.2 16.8 1.55 0.73 1.94 8 0 2 7 2 5 0 7 8 0 0
Florida 12 West GulfofMex 82 27 12.9 17.8 0.8 6.8 9.5 1.38 0.72 1.87 8 0 2 4 2 5 0 7 7 0 4
Florida 12 West GulfofMex 82 27 14.3 20.5 0.9 8 10.8 1.43 0.74 1.90 7 0 1 4 1 3 0 7 5 0 0
Florida 12 West GulfofMex 82 27 21.2 33.2 1.9 11.5 16.6 1.57 0.69 2.00 9 0 3 4 2 5 0 8 5 0 0
Florida 12 West GulfofMex 82 27 11.4 16.5 0.8 6.3 9 1.45 0.70 1.83 8 0 3 6 2 4 0 6 6 0 0
Florida 12 West GulfofMex 82 27 12.3 17 1.2 6.7 9.5 1.38 0.71 1.79 8 0 2 2 1 4 0 7 7 0 0
Florida 12 West GulfofMex 82 27 21.9 31.4 1.8 12 16.9 1.43 0.71 1.86 8 0 2 3 3 5 0 8 0 0 0
Florida 12 West GulfofMex 82 27 12.4 17.7 0.9 6.6 9.8 1.43 0.67 1.81 8 0 1 2 1 4 0 6 7 0 1
Florida 12 West GulfofMex 82 27 20.1 28.8 1.8 11.7 16.5 1.43 0.71 1.75 8 0 3 3 3 5 1 7 6 0 0
